,aug-cc-pVQZ_B2-PLYP-D3BJ,aug-cc-pVQZ_B3LYP-D3BJ,aug-cc-pVQZ_B3LYP-D3BJ-a,aug-cc-pVQZ_BLYP-D3BJ,aug-cc-pVQZ_B-LYP-osUW12-D3BJ,aug-cc-pVQZ_CAM-B3LYP-D3BJ,aug-cc-pVQZ_DSD-BLYP-D3BJ,aug-cc-pVQZ_MP2,aug-cc-pVQZ_PBE0-D3BJ,aug-cc-pVQZ_PBE-D3BJ,aug-cc-pVQZ_wB97X-D3,aug-cc-pVQZ_wB97X-D3BJ,aug-cc-pVQZ_wB97X-MP2-D3BJ,aug-cc-pVQZ_wB97X-V,aug-cc-pVQZ_WM21-D3BJ,aug-cc-pVQZ_XCH-BLYP-UW12-D3BJ,aug-cc-pVQZ_B3LYP-D3BJ-n,aug-cc-pVQZ_wB97M-V,aug-cc-pVQZ_B3LYP-D3BJ_gvt,cc-pVQZ_B2-PLYP-D3BJ,cc-pVQZ_B3LYP-D3BJ,cc-pVQZ_BLYP-D3BJ,cc-pVQZ_B-LYP-osUW12-D3BJ,cc-pVQZ_CAM-B3LYP-D3BJ,cc-pVQZ_DSD-BLYP-D3BJ,cc-pVQZ_MP2,cc-pVQZ_PBE0-D3BJ,cc-pVQZ_PBE-D3BJ,cc-pVQZ_wB97X-D3,cc-pVQZ_wB97X-D3BJ,cc-pVQZ_wB97X-MP2-D3BJ,cc-pVQZ_WM21-D3BJ,cc-pVQZ_XCH-BLYP-UW12-D3BJ,cc-pVQZ_wB97X-V,cc-pVQZ_wB97M-V,cc-pVTZ_B2-PLYP-D3BJ,cc-pVTZ_B3LYP-D3BJ,cc-pVTZ_BLYP-D3BJ,cc-pVTZ_B-LYP-osUW12-D3BJ,cc-pVTZ_CAM-B3LYP-D3BJ,cc-pVTZ_DSD-BLYP-D3BJ,cc-pVTZ_MP2,cc-pVTZ_PBE0-D3BJ,cc-pVTZ_PBE-D3BJ,cc-pVTZ_wB97X-D3,cc-pVTZ_wB97X-D3BJ,cc-pVTZ_wB97X-MP2-D3BJ,cc-pVTZ_WM21-D3BJ,cc-pVTZ_XCH-BLYP-UW12-D3BJ,cc-pVTZ_wB97M-V,cc-pVTZ_wB97X-V,aug-cc-pVTZ_B2-PLYP-D3BJ,aug-cc-pVTZ_B3LYP-D3BJ,aug-cc-pVTZ_BLYP-D3BJ,aug-cc-pVTZ_B-LYP-osUW12-D3BJ,aug-cc-pVTZ_CAM-B3LYP-D3BJ,aug-cc-pVTZ_DSD-BLYP-D3BJ,aug-cc-pVTZ_MP2,aug-cc-pVTZ_PBE0-D3BJ,aug-cc-pVTZ_PBE-D3BJ,aug-cc-pVTZ_wB97X-D3,aug-cc-pVTZ_wB97X-D3BJ,aug-cc-pVTZ_wB97X-MP2-D3BJ,aug-cc-pVTZ_WM21-D3BJ,aug-cc-pVTZ_XCH-BLYP-UW12-D3BJ,aug-cc-pVTZ_wB97M-V,aug-cc-pVTZ_wB97X-V,aug-cc-pVTZ_B3LYP-D3BJ-num,aug-cc-pVTZ_B-LYP-osUW12-D3BJ-num,aug-cc-pVTZ_B3LYP-D3BJ-an,aug-cc-pVTZ_B3LYP-D3BJ-tight,aug-cc-pVTZ_B-LYP-osUW12-D3BJ-tight,aug-cc-pVTZ_XCH-BLYP-UW12-D3BJ-num,aug-cc-pVTZ_XCH-BLYP-UW12-D3BJ-tight,aug-cc-pVTZ_B-LYP-osUW12-D3BJ-num2,aug-cc-pVTZ_B3LYP-D3BJ-num2,aug-cc-pVTZ_B3LYP-D3BJ-an2,aug-cc-pVTZ_B-LYP-osUW12-D3BJ-tight2,aug-cc-pVTZ_B-LYP-osUW12-D3BJ-num2-tight,aug-cc-pVTZ_B-LYP-osUW12-D3BJ_14,aug-cc-pVTZ_TPSS-D3BJ,aug-cc-pVTZ_TPSSh-D3BJ,aug-cc-pVTZ_SCAN-D3BJ,aug-cc-pVTZ_XCH-BLYP-UW12-D3BJ_fc,cc-pVDZ_B2-PLYP-D3BJ,cc-pVDZ_B3LYP-D3BJ,cc-pVDZ_BLYP-D3BJ,cc-pVDZ_B-LYP-osUW12-D3BJ,cc-pVDZ_CAM-B3LYP-D3BJ,cc-pVDZ_DSD-BLYP-D3BJ,cc-pVDZ_MP2,cc-pVDZ_PBE0-D3BJ,cc-pVDZ_PBE-D3BJ,cc-pVDZ_wB97X-D3,cc-pVDZ_wB97X-D3BJ,cc-pVDZ_wB97X-MP2-D3BJ,cc-pVDZ_WM21-D3BJ,cc-pVDZ_XCH-BLYP-UW12-D3BJ,cc-pVDZ_wB97M-V,cc-pVDZ_wB97X-V,aug-cc-pVDZ_B2-PLYP-D3BJ,aug-cc-pVDZ_B3LYP-D3BJ,aug-cc-pVDZ_BLYP-D3BJ,aug-cc-pVDZ_B-LYP-osUW12-D3BJ,aug-cc-pVDZ_CAM-B3LYP-D3BJ,aug-cc-pVDZ_DSD-BLYP-D3BJ,aug-cc-pVDZ_MP2,aug-cc-pVDZ_PBE0-D3BJ,aug-cc-pVDZ_PBE-D3BJ,aug-cc-pVDZ_wB97X-D3,aug-cc-pVDZ_wB97X-D3BJ,aug-cc-pVDZ_wB97X-MP2-D3BJ,aug-cc-pVDZ_WM21-D3BJ,aug-cc-pVDZ_XCH-BLYP-UW12-D3BJ,aug-cc-pVDZ_wB97M-V,aug-cc-pVDZ_wB97X-V
01_BH3_10,0.039807725,0.039884693,0.039884886,0.040089793,0.039661216,0.039815725,0.039708597,0.039684679,0.039982825,0.04023524,0.142702702,0.039887969,0.03753363,,0.039302018,0.039439354,0.039913326,,0.036386388,0.039758838,0.039881354,0.040084713,0.039660459,0.03981313,0.03965359,0.03968419,0.039978576,0.040228374,0.142786213,0.039885156,0.037488195,0.039314038,0.039437409,,,0.039518913,0.039544937,0.039646261,0.039482929,0.039525101,0.039520311,0.039708774,0.03972495,0.039868571,0.145611084,0.039661003,0.038099325,0.039425213,0.039278458,,,0.039569983,0.039543146,0.039645135,0.039480318,0.03952353,0.039586946,0.039707734,0.039724176,0.039868782,0.145598828,0.039660632,0.038011539,0.039430828,0.039241878,,,0.039479274,0.039481468,0.039542978,0.023365373,0.004304364,0.039229028,0.039259316,,,,,,,,,,0.039422174,0.040340285,0.040446399,0.040749102,0.040174721,0.040385948,0.040230384,0.040076091,0.040452237,0.04080054,0.147086684,0.040404096,0.039473087,0.040203001,0.039969654,,,0.040164593,0.040300734,0.040520231,0.040053558,0.040242218,0.040111938,0.040025534,0.040340526,0.04060673,0.146498831,0.040282285,0.039274523,0.040042786,0.039841202,,
01_BH3_11,-1.235754987,-1.237765542,-1.237765537,-1.241910082,-1.233492754,-1.236650675,-1.234873865,-1.236341454,-1.241482114,-1.246790976,-1.21277601,-1.239239115,-1.237718634,,-1.240781647,-1.227683482,-1.237770841,,-1.291875048,-1.235674525,-1.237704993,-1.241817547,-1.233485904,-1.236597312,-1.234677742,-1.236327448,-1.241408466,-1.246673019,-1.21276682,-1.239186877,-1.237754035,-1.240733263,-1.227648261,,,-1.236054441,-1.237792922,-1.241756383,-1.233992549,-1.236671137,-1.23532216,-1.236973833,-1.241473655,-1.246551484,-1.213563219,-1.239292172,-1.237938901,-1.240965499,-1.227978354,,,-1.236180063,-1.237778275,-1.241772486,-1.233946402,-1.236655974,-1.235519126,-1.236945899,-1.241452684,-1.246562169,-1.213587712,-1.239297714,-1.237880057,-1.240954943,-1.227938863,,,-1.237788509,-1.234089503,-1.237778332,-1.205945662,-1.217593223,-1.22796364,-1.227946789,,,,,,,,,,-1.230334525,-1.250532789,-1.252470788,-1.257863166,-1.246949257,-1.251319589,-1.249690475,-1.246577906,-1.253671422,-1.260527507,-1.224338754,-1.252435405,-1.24943573,-1.253902794,-1.2415025,,,-1.247268704,-1.248471222,-1.253063296,-1.243716798,-1.247421773,-1.246909388,-1.245255943,-1.250661022,-1.256486413,-1.221702993,-1.249163497,-1.246801774,-1.250581646,-1.238088316,,
02_C2H2_0,-0.600550771,-0.597894035,-0.597905518,-0.602561366,-0.5950468,-0.5952161,-0.600676779,-0.589699757,-0.597967127,-0.603318141,-0.596743053,-0.595287596,-0.593329654,,-0.598156168,-0.59212807,-0.597913124,,-0.597902711,-0.600405949,-0.597777525,-0.602393544,-0.595205898,-0.595074753,-0.600488512,-0.589621757,-0.597858902,-0.603167173,-0.596660405,-0.59519393,-0.593256166,-0.598123041,-0.592044724,,,-0.601023024,-0.598113757,-0.602631447,-0.595703302,-0.59546436,-0.601344427,-0.590090607,-0.598219929,-0.603423305,-0.597004688,-0.595564177,-0.593732473,-0.598515008,-0.592477281,,,-0.601234796,-0.59825627,-0.602838223,-0.595737353,-0.595561822,-0.601582375,-0.590168127,-0.598308569,-0.60358253,-0.59703143,-0.595619964,-0.593816771,-0.598584835,-0.592537609,,,-0.598229097,-0.59589357,-0.59825771,-0.598257706,-0.595736372,-0.592551981,-0.592537073,,,,,,,,,,-0.594032225,-0.608515749,-0.60503324,-0.609752423,-0.602425529,-0.602439848,-0.609184162,-0.595907859,-0.604484094,-0.6099447,-0.60370607,-0.602183685,-0.600018029,-0.605168308,-0.599463174,,,-0.608745542,-0.604976855,-0.609718443,-0.602355598,-0.602308607,-0.609555425,-0.596060863,-0.604396957,-0.609869986,-0.603542493,-0.602028893,-0.59994385,-0.605015365,-0.599236709,,
02_C2H2_1,3.37e-07,-5.9e-08,-1.14e-07,-2.54e-07,-2.9e-08,3e-08,1.47e-07,4.5e-08,4.9e-08,-2.8e-08,1.5e-08,2.2e-08,-1.83e-07,,-1.08e-07,4e-09,-1.62e-07,,6.4e-08,1.12e-07,-1e-09,2.77e-07,2e-08,-3.2e-08,1e-09,2.1e-08,-8.4e-08,1.4e-07,-6e-08,1.2e-08,-2.1e-08,5.9e-08,6e-09,,,6.4e-08,-8.7e-08,1.11e-07,-7.4e-08,-3e-09,-1.62e-07,3.2e-08,-5e-09,-3.4e-08,7e-09,-5.3e-08,-4e-09,2.2e-08,5.1e-08,,,-5e-09,2.6e-08,-1.58e-07,2e-09,1.29e-07,1.2e-07,-5.8e-08,1.06e-07,1.27e-07,3.8e-08,8e-09,-7e-09,-4.2e-08,-9e-09,,,1.754e-06,-1.958e-06,-1.23e-07,-1.2e-07,2.6e-08,1.77e-07,-1e-08,,,,,,,,,,-6.3e-08,2e-09,-1.2e-08,-2.1e-08,1e-09,-2e-09,1.2e-07,3.2e-08,-2.1e-08,-2.1e-08,2e-09,1e-09,1.3e-08,-5e-09,-6e-09,,,3.4e-08,2e-09,8e-09,-6e-09,-7e-09,2.4e-08,2e-08,1.4e-08,-1.7e-08,-5e-09,-1e-09,7.2e-08,6e-09,-1.1e-08,,
02_C2H2_2,-1.379e-05,-1.1614e-05,-1.3571e-05,-1.2766e-05,-1.106e-05,-1.4343e-05,-1.3621e-05,-1.5241e-05,-1.3727e-05,-1.2776e-05,-1.4451e-05,-1.4576e-05,-1.1315e-05,,-1.4077e-05,-1.3909e-05,-1.3507e-05,,-1.3883e-05,-1.4733e-05,-1.32e-05,-1.2323e-05,-1.0974e-05,-1.12e-05,-1.6099e-05,-1.5257e-05,-1.3456e-05,-1.2367e-05,-1.4346e-05,-1.4411e-05,-1.1546e-05,-1.3834e-05,-1.3776e-05,,,-1.3851e-05,-1.3254e-05,-1.2236e-05,-1.0924e-05,-1.4035e-05,-1.3702e-05,-1.5222e-05,-1.1592e-05,-1.2347e-05,-1.431e-05,-1.4357e-05,-1.1286e-05,-1.3801e-05,-1.3669e-05,,,-1.3353e-05,-1.1631e-05,-1.2639e-05,-1.1076e-05,-1.4211e-05,-1.3499e-05,-1.5385e-05,-1.3706e-05,-1.2676e-05,-1.4329e-05,-1.4464e-05,-1.1429e-05,-1.4023e-05,-1.3848e-05,,,-1.1541e-05,-1.2748e-05,-1.3504e-05,-1.3502e-05,-1.5692e-05,-2.1386e-05,-1.5652e-05,,,,,,,,,,-1.3933e-05,-1.4462e-05,-1.3011e-05,-1.3587e-05,-1.3411e-05,-1.3867e-05,-1.3144e-05,-1.519e-05,-1.3334e-05,-1.3877e-05,-1.4122e-05,-1.436e-05,-1.4376e-05,-1.3626e-05,-1.3499e-05,,,-1.3668e-05,-1.1748e-05,-1.183e-05,-1.2208e-05,-1.2558e-05,-1.2346e-05,-1.4284e-05,-1.2109e-05,-1.2235e-05,-1.2803e-05,-1.2981e-05,-1.3435e-05,-1.2246e-05,-1.2389e-05,,
02_C2H2_3,0.60055145,0.597894033,0.597905467,0.602561336,0.595046888,0.595216092,0.600676947,0.589699659,0.597967136,0.603318116,0.596743143,0.595287673,0.593329593,,0.598156151,0.592127978,0.597898736,,0.59790272,0.600374717,0.597777551,0.602393484,0.595205932,0.595074773,0.600496589,0.5896217,0.597858967,0.603166725,0.59666043,0.59519392,0.593249592,0.598123037,0.592044796,,,0.601032013,0.598113771,0.602631072,0.595703312,0.595464312,0.601342527,0.590090511,0.598219924,0.603422789,0.597004698,0.595564184,0.593725653,0.598515004,0.592477363,,,0.601234644,0.598256994,0.602838264,0.595737312,0.595561753,0.601582144,0.590167888,0.598308618,0.603582515,0.597031414,0.595619961,0.593816736,0.598584827,0.592537734,,,0.598286236,0.595890916,0.598257897,0.598257879,0.595736511,0.592524474,0.592537103,,,,,,,,,,0.594032215,0.608507415,0.605033064,0.609752415,0.602425756,0.602439556,0.60917869,0.595907907,0.604483958,0.609945532,0.603706013,0.602183652,0.600002149,0.605168299,0.599463645,,,0.608731479,0.604976704,0.609718247,0.602355447,0.602308328,0.60954957,0.596060723,0.604396851,0.609870163,0.603542783,0.602028975,0.599924196,0.605015571,0.599236848,,
02_C2H2_4,-4.9e-08,4e-08,1.05e-07,2.28e-07,2.9e-08,-3.4e-08,-6.8e-08,5.7e-08,-6.2e-08,1.2e-08,-2e-08,-2.5e-08,1.54e-07,,9.6e-08,-8e-09,-5.8e-08,,-6.5e-08,-2.6e-08,-1.7e-08,-2.97e-07,-1.7e-08,1.4e-08,-4.6e-08,2e-08,7.8e-08,-1.7e-07,4.7e-08,-9e-09,3.1e-08,-5.5e-08,2e-09,,,-1.08e-07,9.4e-08,-1.24e-07,8.5e-08,-1e-09,-1.4e-08,-1.5e-07,2.5e-08,8.1e-08,1.4e-08,4.5e-08,4.7e-08,-4e-09,-3.7e-08,,,1e-09,-2.5e-08,1.84e-07,-1e-09,-1.24e-07,-7.3e-08,3.1e-08,-1e-07,-1.2e-07,-2.9e-08,-7e-09,-5.5e-08,5.2e-08,8e-09,,,6.63e-07,1.751e-06,1.06e-07,1.43e-07,-2.3e-08,-9.38e-07,9e-09,,,,,,,,,,6.8e-08,-1.38e-07,4e-09,4.1e-08,-1e-08,6e-09,5.4e-08,1e-09,2e-08,1.3e-08,-2e-09,-4e-09,1.14e-07,5e-09,1.5e-08,,,-8.1e-08,-0.0,6e-09,4e-09,1e-08,-5.7e-08,1.8e-08,-2.6e-08,4e-09,7e-09,-0.0,-1.9e-08,-3e-09,1.4e-08,,
02_C2H2_5,1.3491e-05,1.16e-05,1.3577e-05,1.2765e-05,1.1056e-05,1.4343e-05,1.3555e-05,1.5236e-05,1.3726e-05,1.277e-05,1.4449e-05,1.4575e-05,1.1488e-05,,1.4065e-05,1.391e-05,1.3609e-05,,1.3885e-05,1.4573e-05,1.3184e-05,1.2294e-05,1.0974e-05,1.1207e-05,1.5774e-05,1.5183e-05,1.3472e-05,1.2365e-05,1.435e-05,1.4422e-05,1.1497e-05,1.3822e-05,1.3759e-05,,,1.3134e-05,1.3267e-05,1.2239e-05,1.092e-05,1.4035e-05,1.3875e-05,1.5116e-05,1.1617e-05,1.2374e-05,1.431e-05,1.4362e-05,1.1611e-05,1.3806e-05,1.3669e-05,,,1.3141e-05,1.1632e-05,1.2624e-05,1.1077e-05,1.4222e-05,1.3505e-05,1.5148e-05,1.3714e-05,1.2715e-05,1.4328e-05,1.4465e-05,1.1308e-05,1.4042e-05,1.3855e-05,,,1.3984e-05,1.1727e-05,1.3513e-05,1.3493e-05,1.5694e-05,1.5748e-05,1.5647e-05,,,,,,,,,,1.3941e-05,1.438e-05,1.301e-05,1.359e-05,1.3414e-05,1.3868e-05,1.281e-05,1.524e-05,1.3329e-05,1.3865e-05,1.4123e-05,1.4367e-05,1.4553e-05,1.363e-05,1.3507e-05,,,1.1987e-05,1.1756e-05,1.1832e-05,1.2214e-05,1.2565e-05,1.1977e-05,1.426e-05,1.2125e-05,1.2237e-05,1.28e-05,1.2986e-05,1.3249e-05,1.2247e-05,1.2397e-05,,
02_C2H2_6,-1.660854318,-1.659466377,-1.659497867,-1.669087534,-1.652338279,-1.656965524,-1.660182107,-1.643699156,-1.66172927,-1.673317315,-1.660346222,-1.658459328,-1.652786225,,-1.663878895,-1.644933242,-1.659507053,,-1.65948987,-1.660560305,-1.659264896,-1.668771058,-1.652315642,-1.656528166,-1.659809194,-1.643605722,-1.661516426,-1.673009222,-1.660190594,-1.658288785,-1.65263921,-1.663736408,-1.644781248,,,-1.661422896,-1.659876407,-1.66932628,-1.653085308,-1.657325254,-1.660965975,-1.644080345,-1.662064715,-1.673526527,-1.660416279,-1.658805545,-1.653171395,-1.66424812,-1.645394905,,,-1.661738808,-1.660033839,-1.669585831,-1.653225149,-1.6574672,-1.661338793,-1.644091516,-1.662170925,-1.673734638,-1.660423686,-1.658879354,-1.653310475,-1.664429739,-1.645478918,,,-1.660018896,-1.653289879,-1.660047776,-1.660047774,-1.653125309,-1.645494404,-1.645480497,,,,,,,,,,-1.648600644,-1.680667956,-1.67759824,-1.687641743,-1.670173682,-1.675015157,-1.681128874,-1.659747918,-1.6772499,-1.689221839,-1.676926546,-1.675311197,-1.669374658,-1.680806534,-1.663073393,,,-1.679855911,-1.675994856,-1.686016451,-1.668657893,-1.67334993,-1.680669836,-1.658619979,-1.676064637,-1.688040406,-1.675616871,-1.673815275,-1.667834117,-1.679319356,-1.661328122,,
02_C2H2_7,1.68e-07,-9e-09,-7.2e-08,-3e-08,-2e-09,-1.3e-08,7.1e-08,-3e-09,-3e-08,-1.44e-07,-2.2e-08,-1.3e-08,6.6e-08,,-8.4e-08,-9e-09,6.1e-08,,-7.4e-08,-1.33e-07,4.6e-08,7e-09,-1.2e-08,-1e-08,4.7e-08,3.3e-08,-5.9e-08,-1.6e-08,-4.4e-08,-2.3e-08,-2.4e-08,-1.2e-08,-5.6e-08,,,-3.1e-08,2.1e-08,-7.3e-08,-1.8e-08,-1.7e-08,-1.31e-07,-1.91e-07,-1.8e-08,-9.5e-08,-1.1e-08,6e-09,-1.6e-08,-2.4e-08,-9e-09,,,4.6e-08,-3e-09,2.6e-08,-2e-09,-5.8e-08,-1.1e-08,-6.6e-08,-6e-08,-3.5e-08,-1.7e-08,-9e-09,-1.1e-07,7e-09,-2.3e-08,,,4.291e-06,-4.36e-07,4e-09,-2.1e-08,-8e-09,-3.01e-06,-1.7e-08,,,,,,,,,,-1.9e-08,1.19e-07,-9e-09,-6.7e-08,2e-09,-1.3e-08,6.5e-08,3.5e-08,-3.2e-08,-3e-08,5e-09,-1e-09,-5e-09,-9e-09,-2e-08,,,-2e-07,-2.3e-08,6e-09,7e-09,-2e-08,-3.5e-08,-2.7e-08,-3e-09,-5.1e-08,-1.6e-08,-1.4e-08,5.5e-08,2e-09,-3.5e-08,,
02_C2H2_8,-9.6164e-05,-9.5527e-05,-9.4937e-05,-9.5774e-05,-9.5301e-05,-9.4485e-05,-9.5903e-05,-9.324e-05,-9.4915e-05,-9.5849e-05,-9.6074e-05,-9.4471e-05,-9.5059e-05,,-9.5024e-05,-9.3872e-05,-9.4876e-05,,-9.4827e-05,-9.8428e-05,-9.4865e-05,-9.592e-05,-9.5371e-05,-9.5504e-05,-0.000100578,-9.3348e-05,-9.4997e-05,-9.6126e-05,-9.6011e-05,-9.4497e-05,-9.5069e-05,-9.493e-05,-9.3943e-05,,,-9.6608e-05,-9.4916e-05,-9.5822e-05,-9.5357e-05,-9.447e-05,-9.6725e-05,-9.3399e-05,-9.565e-05,-9.6054e-05,-9.5846e-05,-9.444e-05,-9.4935e-05,-9.487e-05,-9.3859e-05,,,-9.5469e-05,-9.5449e-05,-9.5643e-05,-9.5447e-05,-9.4408e-05,-9.5954e-05,-9.3414e-05,-9.4861e-05,-9.5901e-05,-9.5825e-05,-9.441e-05,-9.4669e-05,-9.4946e-05,-9.3858e-05,,,-9.089e-05,-9.8675e-05,-9.4769e-05,-9.4752e-05,-9.3936e-05,-0.00010941,-9.3187e-05,,,,,,,,,,-9.4192e-05,-9.6058e-05,-9.6027e-05,-9.647e-05,-9.5509e-05,-9.5632e-05,-9.676e-05,-9.4286e-05,-9.5901e-05,-9.6493e-05,-9.6374e-05,-9.5468e-05,-9.4327e-05,-9.5975e-05,-9.5046e-05,,,-9.7632e-05,-9.6425e-05,-9.7035e-05,-9.575e-05,-9.6041e-05,-9.6264e-05,-9.4418e-05,-9.628e-05,-9.6983e-05,-9.6847e-05,-9.5885e-05,-9.5226e-05,-9.6364e-05,-9.539e-05,,
02_C2H2_9,1.660855023,1.659466379,1.659497918,1.669087565,1.65233819,1.656965532,1.660182275,1.643699053,1.661729261,1.673317341,1.660346133,1.658459251,1.652786167,,1.663878912,1.644933335,1.659493793,,1.65948986,1.660527681,1.65926487,1.668771118,1.652315609,1.656528145,1.659817011,1.643605672,1.66151636,1.67300967,1.660190569,1.658288795,1.652632602,1.663736412,1.644781176,,,1.661430676,1.659876393,1.669326655,1.653085297,1.657325302,1.660963902,1.644080248,1.66206472,1.673527043,1.660416269,1.658805538,1.653164376,1.664248124,1.645394823,,,1.66173864,1.660033115,1.66958579,1.65322519,1.65746727,1.661338568,1.64409128,1.662170876,1.673734653,1.660423702,1.658879356,1.653310437,1.664429747,1.645478793,,,1.660074179,1.653287584,1.66004759,1.660047601,1.653125171,1.645466263,1.645480467,,,,,,,,,,1.648600654,1.680659667,1.677598415,1.68764175,1.670173455,1.675015449,1.68112339,1.659747957,1.677250036,1.689221007,1.676926603,1.67531123,1.669359231,1.680806544,1.663072922,,,1.679842011,1.675995008,1.686016647,1.668658044,1.673350209,1.680664114,1.658619834,1.676064742,1.688040229,1.675616582,1.673815193,1.66781432,1.679319149,1.661327983,,
02_C2H2_10,8.2e-08,2.8e-08,8.2e-08,5.6e-08,1e-09,1.6e-08,-1e-08,8.6e-08,4.3e-08,1.6e-07,2.7e-08,1.6e-08,-6.5e-08,,9.6e-08,1.2e-08,-1.76e-07,,7.5e-08,2.6e-07,-2.7e-08,1.2e-08,9e-09,2.8e-08,-9e-09,5e-09,6.5e-08,4.7e-08,5.6e-08,1.9e-08,7.5e-08,8e-09,4.7e-08,,,-8.3e-08,-2.8e-08,8.6e-08,8e-09,2.1e-08,-1.61e-07,7.8e-08,-1e-09,4.7e-08,-1.1e-08,1e-09,6.8e-08,6e-09,-5e-09,,,-6.4e-08,2e-09,-5.2e-08,1e-09,5.3e-08,3.2e-08,5e-09,5.4e-08,2.8e-08,9e-09,8e-09,6.3e-08,-1.6e-08,2.3e-08,,,-8.42e-07,2e-06,1.4e-08,-3e-09,5e-09,7.248e-06,1.7e-08,,,,,,,,,,1.5e-08,-2.27e-07,1.7e-08,4.7e-08,7e-09,9e-09,5.7e-08,-5.6e-08,3.3e-08,3.7e-08,-5e-09,4e-09,7e-08,9e-09,1.1e-08,,,1.29e-07,2.2e-08,-2e-08,-5e-09,1.7e-08,6.6e-08,5.3e-08,1.5e-08,6.4e-08,1.3e-08,1.5e-08,2.3e-08,-5e-09,3.3e-08,,
02_C2H2_11,9.5868e-05,9.5542e-05,9.4931e-05,9.5775e-05,9.5305e-05,9.4486e-05,9.5798e-05,9.3217e-05,9.4917e-05,9.5854e-05,9.6076e-05,9.4472e-05,9.5177e-05,,9.5036e-05,9.387e-05,9.4876e-05,,9.4825e-05,9.8308e-05,9.4881e-05,9.5949e-05,9.5371e-05,9.5496e-05,0.000100437,9.3282e-05,9.4981e-05,9.6128e-05,9.6007e-05,9.4486e-05,9.5031e-05,9.4942e-05,9.396e-05,,,9.6127e-05,9.4903e-05,9.5819e-05,9.5361e-05,9.447e-05,9.6961e-05,9.3265e-05,9.5625e-05,9.6027e-05,9.5846e-05,9.4435e-05,9.5206e-05,9.4864e-05,9.3859e-05,,,9.5257e-05,9.5449e-05,9.5658e-05,9.5447e-05,9.4397e-05,9.597e-05,9.3219e-05,9.4853e-05,9.5863e-05,9.5826e-05,9.4409e-05,9.4548e-05,9.4927e-05,9.3851e-05,,,9.4283e-05,9.8289e-05,9.476e-05,9.4762e-05,9.3934e-05,0.000104278,9.3191e-05,,,,,,,,,,9.4185e-05,9.5962e-05,9.6027e-05,9.6466e-05,9.5506e-05,9.5631e-05,9.6534e-05,9.4315e-05,9.5907e-05,9.6505e-05,9.6373e-05,9.5461e-05,9.4487e-05,9.5971e-05,9.5039e-05,,,9.6361e-05,9.6416e-05,9.7034e-05,9.5743e-05,9.6034e-05,9.5944e-05,9.4432e-05,9.6264e-05,9.6981e-05,9.6849e-05,9.588e-05,9.5085e-05,9.6363e-05,9.5382e-05,,
03_C2H4_0,-0.661477198,-0.660260975,-0.660260985,-0.664796238,-0.657185465,-0.657367831,-0.661140984,-0.654982179,-0.65930446,-0.66416596,-0.654051283,-0.657833787,-0.657222534,,-0.660618258,-0.651929422,-0.660403295,,-0.647309443,-0.661288499,-0.660077049,-0.664581706,-0.657062892,-0.657205566,-0.660900222,-0.654793841,-0.659158956,-0.663985154,-0.65393006,-0.657692365,-0.657126452,-0.660487272,-0.651801078,,,-0.661546611,-0.660138195,-0.664547233,-0.657193527,-0.657282905,-0.661485508,-0.65495816,-0.659277513,-0.664005634,-0.653887796,-0.657783423,-0.657258824,-0.660580157,-0.651976016,,,-0.662033171,-0.660521247,-0.664984201,-0.657423598,-0.657623362,-0.661952561,-0.655366257,-0.659565621,-0.664355318,-0.654135703,-0.65807112,-0.657595926,-0.660880719,-0.652232557,,,-0.660629177,-0.657712773,-0.660521157,-0.658827128,-0.656614911,-0.652333431,-0.652227238,,,,,,,,,,-0.654070022,-0.666678893,-0.664720075,-0.669319733,-0.66164367,-0.662027669,-0.666980797,-0.658409441,-0.663329899,-0.668278336,-0.658218627,-0.662192932,-0.661441888,-0.664957215,-0.656732306,,,-0.668002526,-0.665662199,-0.670374426,-0.662512489,-0.662866272,-0.668333794,-0.659767498,-0.664133496,-0.669136118,-0.658956405,-0.662986393,-0.662327225,-0.665761261,-0.657359211,,
